A	B	correlation	p-value
ME7	ME2	-0.732938433018387	7.68718488016327e-14
ME66	ME2	-0.547041982105613	3.81113172507955e-07
ME64	ME2	-0.205071977217886	0.0775711176209572
ME85	ME2	-0.414896073887143	0.00021470973388562
ME40	ME2	0.102287320281274	0.382527219086709
ME30	ME2	-0.491419706419758	7.57232069436022e-06
ME77	ME2	-0.382134390757292	0.000716549192096654
ME60	ME2	-0.353991303566412	0.00183499456203029
ME98	ME2	-0.00262040391228005	0.982198886045474
ME61	ME2	-0.579725562810192	5.03461817999997e-08
ME55	ME2	-0.326853123752727	0.00420778956225615
ME91	ME2	-0.44773814867763	5.63083095489825e-05
ME19	ME2	-0.681733291559235	1.66247155372547e-11
ME26	ME2	-0.645055511529146	4.19618185763167e-10
ME63	ME2	-0.773570322091554	4.1164301650309e-16
ME65	ME2	-0.526599007290003	1.21660020031166e-06
ME97	ME2	-0.621733756792216	2.63204449842446e-09
ME3	ME2	-0.661512392120877	1.04181372324001e-10
ME29	ME2	-0.806572159998779	2.46746951251267e-18
ME92	ME2	-0.699280075101319	2.99138744934212e-12
treat_Treat	ME2	-0.830625140669041	3.05271477655511e-20
group_treat	ME2	-0.830625140669041	3.05271477655511e-20
ME34	ME2	-0.665516844811815	7.32527180133258e-11
ME0	ME2	-0.826048900726498	7.41180776251358e-20
ME22	ME2	-0.71796310388277	4.18382724829838e-13
ME12	ME2	-0.241067774812115	0.0372077523326949
stage_3B	ME2	0.0508607049934863	0.66476107890674
ME38	ME2	0.456401682405297	3.86425117901477e-05
ME96	ME2	0.175026159949074	0.133114620956069
ME11	ME2	0.0560342282134712	0.633009308302583
ME16	ME2	-0.0985108029685467	0.40043344867989
stage_1B	ME2	-0.129816595927026	0.266970142930161
gender_woman	ME2	0.0316042432024699	0.787798138468549
smoking_never	ME2	0.0193799914351991	0.868918670475865
ME24	ME2	0.787962386700533	4.94275685683726e-17
treat_Ctrl	ME2	0.830625140669041	3.05271477655511e-20
group_ctrl	ME2	0.830625140669041	3.05271477655511e-20
ME42	ME2	0.479711026724821	1.33222570171766e-05
ME14	ME2	0.832309006919245	2.18792649664167e-20
ME79	ME2	0.701753171974617	2.32578011339751e-12
ME78	ME2	0.704938646177446	1.67543775600695e-12
ME47	ME2	0.797556066908785	1.09599797050365e-17
ME2	ME2	1	0
ME70	ME2	0.89981501128489	5.19453819091775e-28
ME88	ME2	0.678503852718108	2.25046675264241e-11
ME102	ME2	0.652767872920339	2.20753070701197e-10
ME13	ME2	0.793424885069109	2.11701473970597e-17
ME75	ME2	0.830565912196867	3.08848404960761e-20
ME81	ME2	0.300304373221539	0.00885114877028941
ME94	ME2	0.0790040531863451	0.500465346285032
ME31	ME2	0.532852013199103	8.59931005310241e-07
ME8	ME2	0.317807097464314	0.00546123210823129
ME59	ME2	0.142603859974142	0.222278471037095
age	ME2	0.069247120529264	0.55496642104802
stage_4	ME2	-0.0442345031832391	0.706298195064465
ME9	ME2	-0.193592413439652	0.0960756189655792
ME51	ME2	0.201616160083913	0.0828149459094641
ME86	ME2	0.206203264118893	0.0759132520906532
ME82	ME2	0.0481069769442643	0.68190968840877
ME87	ME2	0.0764065545468652	0.514698133430384
ME99	ME2	0.0493109400336512	0.674391667949004
ME33	ME2	0.592958192546024	2.07943592588349e-08
ME89	ME2	0.390955007356331	0.00052429974834791
ME20	ME2	0.0475485193420434	0.685407499680779
ME73	ME2	0.125585330539446	0.283006088722799
ME39	ME2	0.265591466856369	0.021279664256707
ME50	ME2	0.360541067005773	0.00148534855686539
ME93	ME2	0.0526140900166531	0.653930188448937
ME32	ME2	0.00316726846154216	0.978484692727142
ME45	ME2	-0.0712765156203759	0.54340058203067
ME90	ME2	0.220003776631001	0.0578812936267511
stage_1A	ME2	0.285997289650599	0.012868012478434
smoking_ever	ME70	0.170381132747689	0.143886406954463
ME95	ME70	-0.149751218280727	0.199721286609479
gender_man	ME70	-0.0194512003702882	0.86844132174638
ME49	ME70	-0.182815313833256	0.116439011036474
stage_2B	ME70	-0.100552025414192	0.390694585057869
stage_2A	ME70	-0.0307597796765434	0.793340518620383
ME53	ME70	-0.146678038491348	0.209210921281438
ME56	ME70	-0.0345945526487402	0.768258363017398
ME25	ME70	0.542840935920741	4.86829970509674e-07
ME57	ME70	0.524101464384674	1.39474704821941e-06
ME69	ME70	0.573382591949442	7.58719065915895e-08
ME74	ME70	0.4329025401958	0.00010483937869457
ME5	ME70	-0.241600020471841	0.0367781441037047
ME68	ME70	-0.065650765115162	0.575747391563751
ME100	ME70	0.201304885544075	0.083300756978139
ME21	ME70	-0.269571069049404	0.019344801482265
ME103	ME70	-0.288588028880391	0.0120410620088309
ME76	ME70	-0.306985022265908	0.00738572974537519
ME104	ME70	-0.154130806219014	0.186735684311422
ME10	ME70	-0.213994705687103	0.0652501867403402
ME15	ME70	-0.440928949947825	7.51662549604722e-05
ME101	ME70	-0.219637733955874	0.0583098974059272
smoking_current	ME70	-0.243932170926243	0.0349442010923275
stage_3A	ME70	-0.047140720566016	0.687965866131078
ME27	ME70	-0.221397073392341	0.056273260485612
ME44	ME70	-0.268352208265685	0.0199207382386152
ME62	ME70	-0.321793268126771	0.00487311639422934
ME80	ME70	-0.26177171985483	0.0232896838590221
ME84	ME70	-0.263022897634496	0.0226142221562139
ME48	ME70	-0.209423401694691	0.0713487968559326
ME58	ME70	-0.195931196779748	0.0920491993828784
ME46	ME70	-0.221207289056377	0.0564901277219712
ME43	ME70	-0.293332863248073	0.0106456065321697
ME28	ME70	-0.456390086704072	3.86622527653889e-05
ME71	ME70	-0.392002135693327	0.000504920210765822
ME36	ME70	-0.285975905837235	0.0128750378452746
ME41	ME70	-0.2824496291456	0.0140799673921224
ME18	ME70	-0.0450114659554068	0.701380248985183
ME54	ME70	-0.199179514472614	0.0866785438802292
ME37	ME70	-0.324831121278178	0.00446331540503214
ME52	ME70	0.367233781241313	0.00119128420992841
ME23	ME70	-0.33823926310585	0.00299696257623661
ME83	ME70	-0.271014292248536	0.0186813269932183
ME6	ME70	-0.181886967124934	0.118337676740706
ME67	ME70	0.104312297534577	0.373127137948381
ME4	ME70	-0.307307746714984	0.0073206823602694
ME1	ME70	-0.220905002974384	0.0568369573584133
ME72	ME70	-0.29224250137559	0.0109531654299532
ME35	ME70	-0.301243808418714	0.00863081720560556
ME17	ME70	-0.298127480573895	0.00938071131832604
ME7	ME70	-0.683458168544962	1.41195790773484e-11
ME66	ME70	-0.509773060922984	2.99223257392598e-06
ME64	ME70	-0.22688135944678	0.0502938159441877
ME85	ME70	-0.415022274440674	0.000213663343459772
ME40	ME70	-0.0689515094923132	0.556660932619004
ME30	ME70	-0.525917541634211	1.26295582465396e-06
ME77	ME70	-0.40374911529883	0.00032809194021204
ME60	ME70	-0.37189218004265	0.00101885419759615
ME98	ME70	-0.0727440983632029	0.535110476182817
ME61	ME70	-0.657274406213014	1.50375123219708e-10
ME55	ME70	-0.317994226749861	0.00543227987139468
ME91	ME70	-0.425488541732272	0.000141523878958923
ME19	ME70	-0.785827643160483	6.83840177308821e-17
ME26	ME70	-0.741083496788979	2.91431730951188e-14
ME63	ME70	-0.816093872330028	4.68276109256048e-19
ME65	ME70	-0.40182493367525	0.000352482686895237
ME97	ME70	-0.507782147003155	3.3179910219226e-06
ME3	ME70	-0.530468112432492	9.82352048974585e-07
ME29	ME70	-0.705741912592808	1.54138844345776e-12
ME92	ME70	-0.570468714165507	9.13380017965239e-08
treat_Treat	ME70	-0.711726237276534	8.20812917817207e-13
group_treat	ME70	-0.711726237276534	8.20812917817207e-13
ME34	ME70	-0.574724203144954	6.96179708699664e-08
ME0	ME70	-0.779739804306314	1.69184455910112e-16
ME22	ME70	-0.699471739164607	2.93387247242834e-12
ME12	ME70	-0.187400873134432	0.107402413708564
stage_3B	ME70	0.0747568209300432	0.52384347194739
ME38	ME70	0.188632450913107	0.105070557811668
ME96	ME70	0.0988731864231683	0.398694131729043
ME11	ME70	0.0283774968814192	0.809030240372231
ME16	ME70	-0.103938922411365	0.374849754222537
stage_1B	ME70	-0.168127457807884	0.14934271324349
gender_woman	ME70	0.0194512003702882	0.86844132174638
smoking_never	ME70	0.00666168417459991	0.954765452851149
ME24	ME70	0.565328180503739	1.26155704550851e-07
treat_Ctrl	ME70	0.711726237276534	8.20812917817207e-13
group_ctrl	ME70	0.711726237276534	8.20812917817207e-13
ME42	ME70	0.151910001347198	0.193241949747545
ME14	ME70	0.578285161190246	5.53026161150671e-08
ME79	ME70	0.427385054921484	0.000131154530384257
ME78	ME70	0.893792294332229	3.92133628827528e-27
ME47	ME70	0.80514463888322	3.14063971883609e-18
ME2	ME70	0.89981501128489	5.19453819091775e-28
ME70	ME70	1	0
ME88	ME70	0.649605459344512	2.87905476950077e-10
ME102	ME70	0.670234303033165	4.80398400385867e-11
ME13	ME70	0.720397068117105	3.20054873545887e-13
ME75	ME70	0.872860709405814	1.89983847340387e-24
ME81	ME70	0.207532047871851	0.0740022465152348
ME94	ME70	0.147777889379419	0.20577863231836
ME31	ME70	0.402125023532979	0.000348572624549639
ME8	ME70	0.307476030845365	0.00728696357629975
ME59	ME70	0.171699466633186	0.140764795707596
age	ME70	0.0739722172497574	0.528221390509698
stage_4	ME70	0.0325430406186771	0.781648965957422
ME9	ME70	-0.00804088181195484	0.945413439997807
ME51	ME70	0.319918710421815	0.00514230929589588
ME86	ME70	0.423525072046483	0.000153051550212524
ME82	ME70	0.171610211949814	0.140974514244492
ME87	ME70	-0.153377054147494	0.18892593190961
ME99	ME70	-0.125692409730552	0.282592554343973
ME33	ME70	0.485662968902125	1.00226792511911e-05
ME89	ME70	0.211709393362048	0.0682442068510288
ME20	ME70	0.132185289094512	0.258265615410624
ME73	ME70	0.241447339225812	0.036900957214298
ME39	ME70	0.273222517188668	0.0177039281081654
ME50	ME70	0.474932343874627	1.66784493687845e-05
ME93	ME70	-0.00631924183215056	0.957088468022015
ME32	ME70	0.0530514550492266	0.65123950166401
ME45	ME70	0.0064713871841041	0.956056319250007
ME90	ME70	0.265402645593069	0.0213754291820431
stage_1A	ME70	0.257372459051731	0.0258024751393071
smoking_ever	ME88	0.295724420319332	0.0099972379784776
ME95	ME88	-0.101318641660734	0.387073703595231
gender_man	ME88	0.0434658480362615	0.711175403374739
ME49	ME88	-0.189773476120891	0.102945449914643
stage_2B	ME88	0.026748038849029	0.819805729335772
stage_2A	ME88	0.0431574325414203	0.71313560874856
ME53	ME88	-0.332474579581861	0.00356432384668978
ME56	ME88	-0.233776620942475	0.0435261879468486
ME25	ME88	0.186114386487987	0.109880890550937
ME57	ME88	0.342423194727236	0.00263720956823588
ME69	ME88	0.423159568996937	0.000155290696066029
ME74	ME88	0.516566359821539	2.09270781478083e-06
ME5	ME88	-0.274281024909859	0.0172511906838652
ME68	ME88	-0.229505241644162	0.0476232296484997
ME100	ME88	0.0750082256035532	0.522444553112492
ME21	ME88	-0.286379920051223	0.0127428645910513
ME103	ME88	-0.223894670834788	0.0534819753298213
ME76	ME88	-0.0205309596671953	0.86120901213743
ME104	ME88	-0.0958224101916535	0.413475642875661
ME10	ME88	-0.0886783971676283	0.449307010002941
ME15	ME88	-0.297357766498722	0.00957447020071719
ME101	ME88	-0.207700602457158	0.0737626147184345
smoking_current	ME88	-0.180989005397165	0.120196734417933
stage_3A	ME88	-0.0544328189600246	0.642770602143853
ME27	ME88	-0.148094553796917	0.204797892712017
ME44	ME88	-0.216200157548018	0.062462265662772
ME62	ME88	-0.332786767716023	0.00353130732185025
ME80	ME88	-0.267183331508957	0.0204867618884567
ME84	ME88	-0.263714147196702	0.0222482455119137
ME48	ME88	-0.193771111327907	0.0957631853933745
ME58	ME88	-0.217259546918513	0.0611578164196578
ME46	ME88	-0.179116929462973	0.124144423462135
ME43	ME88	-0.246160783733105	0.0332637450087471
ME28	ME88	-0.209606903385175	0.0710954724507668
ME71	ME88	-0.140545539460568	0.229093574966246
ME36	ME88	-0.282024364060467	0.0142316647235521
ME41	ME88	-0.334446968887579	0.00336026225153187
ME18	ME88	-0.137967802272932	0.237832082495056
ME54	ME88	-0.195121612925826	0.0934276680717767
ME37	ME88	-0.401913315087273	0.000351326956918017
ME52	ME88	-0.0514598250174829	0.661052380149698
ME23	ME88	-0.575820381456246	6.48742080764755e-08
ME83	ME88	-0.44285156400252	6.93218736192309e-05
ME6	ME88	-0.436475921846561	9.04977177007794e-05
ME67	ME88	-0.132912511913892	0.255632307571067
ME4	ME88	-0.437274806951064	8.75502248764899e-05
ME1	ME88	-0.276943046205285	0.0161563248574875
ME72	ME88	-0.418442247619863	0.000187030891080123
ME35	ME88	-0.37601407060351	0.000885497080881568
ME17	ME88	-0.356664124194723	0.00168423456651414
ME7	ME88	-0.740274704200903	3.21413135235804e-14
ME66	ME88	-0.538579123964204	6.21973282463746e-07
ME64	ME88	-0.215939279486893	0.0627869243137671
ME85	ME88	-0.399968156749811	0.000377582381984349
ME40	ME88	-0.0109584275341403	0.925656046792033
ME30	ME88	-0.602056804155666	1.10587498761583e-08
ME77	ME88	-0.4215771369101	0.000165337610146778
ME60	ME88	-0.37432741610251	0.000938022859179587
ME98	ME88	-0.0320387687773982	0.784950337755698
ME61	ME88	-0.527117095465268	1.1824353702042e-06
ME55	ME88	-0.299774677823124	0.00897753807975551
ME91	ME88	-0.47383615951133	1.75523098748887e-05
ME19	ME88	-0.68950044521738	7.89741273548681e-12
ME26	ME88	-0.578130345597401	5.58620627160781e-08
ME63	ME88	-0.760171517602941	2.58749775879466e-15
ME65	ME88	-0.602532230275158	1.06939925344701e-08
ME97	ME88	-0.672398652057012	3.9484233443804e-11
ME3	ME88	-0.543936793107802	4.56858685884409e-07
ME29	ME88	-0.759611913284197	2.78669754388216e-15
ME92	ME88	-0.590680766145078	2.42810699063186e-08
treat_Treat	ME88	-0.732295822735833	8.28606093482842e-14
group_treat	ME88	-0.732295822735833	8.28606093482842e-14
ME34	ME88	-0.690682049554135	7.03758882023916e-12
ME0	ME88	-0.825904508193547	7.61897182786987e-20
ME22	ME88	-0.793043838705959	2.24785692983313e-17
ME12	ME88	-0.248336688069496	0.031688896636908
stage_3B	ME88	-3.83158613795512e-05	0.999739688824092
ME38	ME88	0.156130199993536	0.181014966853406
ME96	ME88	0.0802528161319144	0.493696344907627
ME11	ME88	-0.035305678725666	0.763632251026495
ME16	ME88	-0.193028014643483	0.097067656352438
stage_1B	ME88	-0.177276803866607	0.12812053138895
gender_woman	ME88	-0.0434658480362615	0.711175403374739
smoking_never	ME88	-0.160325938545791	0.169426307166225
ME24	ME88	0.619763673664407	3.05253773502397e-09
treat_Ctrl	ME88	0.732295822735833	8.28606093482842e-14
group_ctrl	ME88	0.732295822735833	8.28606093482842e-14
ME42	ME88	0.377279927277952	0.000847845371351052
ME14	ME88	0.602440193424805	1.07636996852644e-08
ME79	ME88	0.504715930365711	3.88547693740602e-06
ME78	ME88	0.706565812555796	1.41461982997379e-12
ME47	ME88	0.610623212808206	5.99163820080349e-09
ME2	ME88	0.678503852718108	2.25046675264241e-11
ME70	ME88	0.649605459344512	2.87905476950077e-10
ME88	ME88	1	0
ME102	ME88	0.577469623438824	5.83105801606568e-08
ME13	ME88	0.761816863091259	2.07810377864118e-15
ME75	ME88	0.807752545254771	2.01820244691158e-18
ME81	ME88	0.322432939950559	0.00478415672278294
ME94	ME88	0.0143480471338567	0.902758867245057
ME31	ME88	0.511774092978603	2.69526402207872e-06
ME8	ME88	0.448076545035645	5.54968531859534e-05
ME59	ME88	0.347919400740674	0.0022235125579809
age	ME88	0.25788549374306	0.0254980901002841
stage_4	ME88	0.181975240789933	0.118156121869977
ME9	ME88	0.0761671262647418	0.516020350778884
ME51	ME88	0.590267663311153	2.49703002560379e-08
ME86	ME88	0.606640132628256	7.98513572435393e-09
ME82	ME88	0.350534701405219	0.00204792746464548
ME87	ME88	0.232467528587354	0.044749644044461
ME99	ME88	0.217338807372693	0.0610611164084973
ME33	ME88	0.757023847178484	3.91674355324284e-15
ME89	ME88	0.63995035190138	6.35626309089344e-10
ME20	ME88	0.302450451768171	0.008354868280927
ME73	ME88	0.608954513476597	6.76104100818529e-09
ME39	ME88	0.674157505756486	3.36262307857235e-11
ME50	ME88	0.819740329928724	2.41531261875524e-19
ME93	ME88	0.422495602557719	0.000159435685624775
ME32	ME88	0.268191200595903	0.0199979027066921
ME45	ME88	0.253725042426553	0.0280564491453792
ME90	ME88	-0.0706300317636853	0.547072207753972
stage_1A	ME88	0.102666357079489	0.380756975656409
smoking_ever	ME102	0.179645024584404	0.123020920640264
ME95	ME102	-0.0551721862454044	0.638256194537999
gender_man	ME102	0.0333339502448276	0.776478803580565
ME49	ME102	-0.191164998902844	0.100399275574942
stage_2B	ME102	-0.0327203695327674	0.780488939060919
stage_2A	ME102	-0.0457032525192414	0.697011722469288
ME53	ME102	-0.281770960081181	0.0143227267510434
ME56	ME102	-0.21011313157518	0.0704003655545165
ME25	ME102	0.143429476785118	0.21958520986143
ME57	ME102	0.295682641990603	0.0100082619034049
ME69	ME102	0.367695853059442	0.00117307224015884
ME74	ME102	0.460308408675537	3.24995787831094e-05
ME5	ME102	-0.241995997639382	0.036461217420518
ME68	ME102	-0.201356050574737	0.0832207480252535
ME100	ME102	0.0510731722760131	0.663444929130796
ME21	ME102	-0.24269657807304	0.0359060794549776
ME103	ME102	-0.223190003731159	0.0542577859935763
ME76	ME102	0.102175914453487	0.383048463849955
ME104	ME102	-0.115619947571012	0.323251553214502
ME10	ME102	-0.123847686308386	0.289772908356442
ME15	ME102	-0.267959188353611	0.0201095460285603
ME101	ME102	-0.159989035381366	0.170336209778226
smoking_current	ME102	-0.215904170764845	0.0628307206853265
stage_3A	ME102	-0.053788772103382	0.646713568585864
ME27	ME102	-0.0138063271734748	0.906413410931532
ME44	ME102	-0.0967480231252928	0.408957668370794
ME62	ME102	-0.300563582243373	0.00878986874116844
ME80	ME102	-0.197065766611748	0.0901443624222513
ME84	ME102	-0.190684652379427	0.101272586368836
ME48	ME102	-0.21796677982033	0.0602993482600125
ME58	ME102	-0.142658695740113	0.222098875287674
ME46	ME102	-0.123041405758277	0.292948701927093
ME43	ME102	-0.293088018391637	0.0107140074308963
ME28	ME102	-0.253025264290212	0.0285073614170367
ME71	ME102	-0.223584840187239	0.0538219618019324
ME36	ME102	-0.211186717243106	0.068944280780662
ME41	ME102	-0.258206399116649	0.0253092468171028
ME18	ME102	-0.117178613876041	0.316726991853689
ME54	ME102	-0.195097278283505	0.0934693520626861
ME37	ME102	-0.349954951271733	0.0020857386124418
ME52	ME102	-0.00110001042637431	0.992526830867027
ME23	ME102	-0.472292245346507	1.88557163696883e-05
ME83	ME102	-0.451754273082186	4.73504732334716e-05
ME6	ME102	-0.241168411172144	0.0371262033520232
ME67	ME102	-0.0967016355243978	0.409183401968071
ME4	ME102	-0.375728428862817	0.000894200353914546
ME1	ME102	-0.256557936689721	0.0262920524689246
ME72	ME102	-0.365621691871552	0.00125684301975753
ME35	ME102	-0.300103911254668	0.00889879625176018
ME17	ME102	-0.225611457183612	0.0516297825568623
ME7	ME102	-0.600332831382643	1.24832042939865e-08
ME66	ME102	-0.444541133459635	6.45363581136522e-05
ME64	ME102	-0.178731987577815	0.124968300615578
ME85	ME102	-0.314388897996836	0.0060146298305717
ME40	ME102	-0.110722665232934	0.344305225358489
ME30	ME102	-0.527168783105278	1.17907690636241e-06
ME77	ME102	-0.305141569298759	0.00776711228138277
ME60	ME102	-0.311587437141584	0.00650447621557233
ME98	ME102	-0.0331231794543206	0.777855671259951
ME61	ME102	-0.473057431331923	1.81988457819649e-05
ME55	ME102	-0.199630267098619	0.0859532758123597
ME91	ME102	-0.379583572130203	0.000783035109534537
ME19	ME102	-0.651901057225103	2.3749637074472e-10
ME26	ME102	-0.547172363433614	3.78208194075668e-07
ME63	ME102	-0.712088337254437	7.89702142226494e-13
ME65	ME102	-0.442747631359429	6.96267230411571e-05
ME97	ME102	-0.554829884649954	2.39922021144854e-07
ME3	ME102	-0.463260901332538	2.84737403281555e-05
ME29	ME102	-0.636587453422534	8.32114912979261e-10
ME92	ME102	-0.447492889117446	5.6903291189679e-05
treat_Treat	ME102	-0.587971966861195	2.91519621526988e-08
group_treat	ME102	-0.587971966861195	2.91519621526988e-08
ME34	ME102	-0.625194646097903	2.0236017634026e-09
ME0	ME102	-0.769262056628807	7.53469805113601e-16
ME22	ME102	-0.700020088848255	2.77512374032064e-12
ME12	ME102	-0.0946468697368747	0.419255039146998
stage_3B	ME102	0.234023478941342	0.0432986080258377
ME38	ME102	-0.0252928351376621	0.829457195696417
ME96	ME102	-0.0741366296419975	0.527302495574138
ME11	ME102	-0.156970253199448	0.178649788461047
ME16	ME102	-0.266752581307744	0.0206987862631323
stage_1B	ME102	-0.116482377567707	0.319630901060326
gender_woman	ME102	-0.0333339502448276	0.776478803580565
smoking_never	ME102	-0.0222565418462388	0.849674795633019
ME24	ME102	0.371505163730266	0.00103226619463588
treat_Ctrl	ME102	0.587971966861195	2.91519621526988e-08
group_ctrl	ME102	0.587971966861195	2.91519621526988e-08
ME42	ME102	0.217816838710265	0.0604805310027295
ME14	ME102	0.531437158379102	9.3072972217035e-07
ME79	ME102	0.573460777787625	7.54932884958987e-08
ME78	ME102	0.587268371165915	3.05613633255135e-08
ME47	ME102	0.362846918965512	0.00137736204957852
ME2	ME102	0.652767872920339	2.20753070701197e-10
ME70	ME102	0.670234303033165	4.80398400385867e-11
ME88	ME102	0.577469623438824	5.83105801606568e-08
ME102	ME102	1	0
ME13	ME102	0.837724785471655	7.30641782970245e-21
ME75	ME102	0.827205586822018	5.93771468041946e-20
ME81	ME102	0.249481442884662	0.0308858114801676
ME94	ME102	0.332629642750302	0.00354789039788171
ME31	ME102	0.662312011704926	9.71472696310326e-11
ME8	ME102	0.586757170267893	3.16256998414379e-08
ME59	ME102	0.437952726959497	8.51189505020752e-05
age	ME102	0.151366519381699	0.194858721621957
stage_4	ME102	0.00680637793407753	0.953784010378885
ME9	ME102	0.0398432781233232	0.734314267743018
ME51	ME102	0.310472813757316	0.00670893781671117
ME86	ME102	0.314202018822821	0.00604626292194026
ME82	ME102	0.12129964196373	0.299887012798057
ME87	ME102	0.0581870049885547	0.61998542484149
ME99	ME102	0.115738104798551	0.322753964048666
ME33	ME102	0.527559889707921	1.15395395696195e-06
ME89	ME102	0.361659119654319	0.0014320695299922
ME20	ME102	0.197113462079601	0.0900649718257369
ME73	ME102	0.280066253121903	0.0149485031195264
ME39	ME102	0.288176975353399	0.0121691061878937
ME50	ME102	0.406333046776445	0.000297768953799402
ME93	ME102	0.152353911576487	0.191928565128818
ME32	ME102	0.0940466881867386	0.422223604695627
ME45	ME102	0.128711960845611	0.271096270331293
ME90	ME102	0.112258215536142	0.33761353136599
stage_1A	ME102	0.0912411792476784	0.436258985241168
smoking_ever	ME13	0.21246466400636	0.0672427171857152
ME95	ME13	-0.105400949988216	0.36813196188392
gender_man	ME13	0.0317949895802775	0.786547677257356
ME49	ME13	-0.284982649737384	0.0132050419139104
stage_2B	ME13	-0.0435974312729267	0.710339663883221
stage_2A	ME13	0.0641309638585642	0.584636161339096
ME53	ME13	-0.456782770368454	3.79989212677105e-05
ME56	ME13	-0.36349074136335	0.0013485043525041
ME25	ME13	0.0286423948975133	0.807281778428673
ME57	ME13	0.209705738984623	0.0709593292153773
ME69	ME13	0.447226465258289	5.75562188597862e-05
ME74	ME13	0.551047272095436	3.00833078163705e-07
ME5	ME13	-0.24784970070214	0.0320358129010595
ME68	ME13	-0.238877421746922	0.0390199972969835
ME100	ME13	0.0839795934958859	0.473783878950755
ME21	ME13	-0.319336586862245	0.0052285404024964
ME103	ME13	-0.253498654747451	0.028201661998703
ME76	ME13	0.111112066377962	0.342600480927124
ME104	ME13	-0.106586373276405	0.36273937482628
ME10	ME13	-0.097958825179648	0.40309131746106
ME15	ME13	-0.293665408078524	0.0105533145194247
ME101	ME13	-0.21249833333407	0.0671983489021911
smoking_current	ME13	-0.213521401069565	0.0658613982743766
stage_3A	ME13	-0.0164771475907452	0.888415806802495
ME27	ME13	-0.0214285455942343	0.855205550051027
ME44	ME13	-0.13550867759782	0.246380836491407
ME62	ME13	-0.394081818798766	0.000468356590628095
ME80	ME13	-0.288785882296724	0.0119798482047389
ME84	ME13	-0.27972653188989	0.0150759900478493
ME48	ME13	-0.270257191733022	0.0190269066324092
ME58	ME13	-0.192920531782008	0.0972574836751788
ME46	ME13	-0.13344198355672	0.253726599895648
ME43	ME13	-0.279497895895556	0.0151623170505543
ME28	ME13	-0.133472022337795	0.253618773531764
ME71	ME13	-0.0765106348973557	0.514123898855
ME36	ME13	-0.229879765921725	0.0472517390636887
ME41	ME13	-0.325702832112471	0.00435151351323952
ME18	ME13	-0.215588882761655	0.0632251360498523
ME54	ME13	-0.228922590503743	0.0482059383015091
ME37	ME13	-0.47503853636604	1.65959870073075e-05
ME52	ME13	-0.160279999343833	0.169550168407372
ME23	ME13	-0.723803459811898	2.18938922204269e-13
ME83	ME13	-0.640559077009596	6.05164848755414e-10
ME6	ME13	-0.48924179392113	8.42462696654108e-06
ME67	ME13	-0.323094192724956	0.0046937113706007
ME4	ME13	-0.517990903168336	1.93962646127311e-06
ME1	ME13	-0.28084333624648	0.0146603796127434
ME72	ME13	-0.467852233194854	2.31246241091268e-05
ME35	ME13	-0.41176863648613	0.000242194794763944
ME17	ME13	-0.362132177940989	0.00141005073209619
ME7	ME13	-0.80566591956602	2.87648035420538e-18
ME66	ME13	-0.585944591472402	3.33902676927102e-08
ME64	ME13	-0.2459093408773	0.0334498868442156
ME85	ME13	-0.42770102552723	0.000129496658447771
ME40	ME13	-0.0593915130519222	0.612748654802934
ME30	ME13	-0.669209114074953	5.2686698716639e-11
ME77	ME13	-0.426265785797494	0.000137186060325975
ME60	ME13	-0.395244279972486	0.000448988945215841
ME98	ME13	-0.0478496386796335	0.683520660063411
ME61	ME13	-0.523079507540102	1.47449530117866e-06
ME55	ME13	-0.304444514891804	0.0079157619439995
ME91	ME13	-0.538884036095574	6.11235059036465e-07
ME19	ME13	-0.71173742741529	8.19834103204203e-13
ME26	ME13	-0.545170636048707	4.25201040567505e-07
ME63	ME13	-0.796133306747708	1.37726460847242e-17
ME65	ME13	-0.64131540204023	5.6925658524241e-10
ME97	ME13	-0.760063007946454	2.62501900029358e-15
ME3	ME13	-0.561888180066584	1.56114672758045e-07
ME29	ME13	-0.811473899648953	1.06118850824131e-18
ME92	ME13	-0.627468997493064	1.69953830755768e-09
treat_Treat	ME13	-0.764160075820326	1.51614669071603e-15
group_treat	ME13	-0.764160075820326	1.51614669071603e-15
ME34	ME13	-0.785219389379519	7.49604803965529e-17
ME0	ME13	-0.9438057589123	7.81235726492634e-37
ME22	ME13	-0.866675991368059	9.59859650075477e-24
ME12	ME13	-0.196360932314574	0.0913240221854144
stage_3B	ME13	0.0827116888897397	0.480509443463696
ME38	ME13	0.125566831284709	0.283077572559897
ME96	ME13	-0.0299660510333506	0.798559256853499
ME11	ME13	-0.135318665115473	0.247050049731222
ME16	ME13	-0.308065667184725	0.00716989344881143
stage_1B	ME13	-0.13827350055963	0.236783887909618
gender_woman	ME13	-0.0317949895802775	0.786547677257356
smoking_never	ME13	-0.0559829161975772	0.633321120677042
ME24	ME13	0.5918665101513	2.24017216292778e-08
treat_Ctrl	ME13	0.764160075820326	1.51614669071603e-15
group_ctrl	ME13	0.764160075820326	1.51614669071603e-15
ME42	ME13	0.484454994610232	1.06231802928743e-05
ME14	ME13	0.786069184673958	6.59299927562465e-17
ME79	ME13	0.695700510573775	4.28680685288926e-12
ME78	ME13	0.61547457645975	4.2001305130046e-09
ME47	ME13	0.503023686019288	4.23646915654116e-06
ME2	ME13	0.793424885069109	2.11701473970597e-17
