age	treat_Ctrl	treat_Treat	group_ctrl	group_treat	gender_man	gender_woman	smoking_current	smoking_ever	smoking_never	stage_1A	stage_1B	stage_2A	stage_2B	stage_3A	stage_3B	stage_4
Cluster_85	-0.132853596233905	-0.403881908477114	0.403881908477114	-0.403881908477114	0.403881908477114	0.104695437864522	-0.104695437864522	0.176420710070927	-0.169528627807418	0.0403801594611449	0.212270955091215	-0.0603358353596847	-0.0169151347804755	-0.0159248174520311	-0.0884037057624389	-0.0715389376202629	-0.0471353354117295
Cluster_86	0.178610125712425	0.208074308099415	-0.208074308099415	0.208074308099415	-0.208074308099415	0.152282628544194	-0.152282628544194	-0.214838015756837	0.407607013581769	-0.245536309944315	-0.0349383955123631	-0.115278110726825	-0.0522780428953966	0.0493795975599629	-0.07277058982922	-0.0700132787308888	0.466407842576916
Cluster_87	0.181256894058672	0.20840605561184	-0.20840605561184	0.20840605561184	-0.20840605561184	0.0705797473670854	-0.0705797473670854	0.0212948172805803	0.0515027747827702	-0.0653747959335792	-0.0532378414356852	0.016601876935634	0.094816821334261	0.0160938251294342	-0.00234182538300857	-0.0793606950788931	0.0304590020631946
Cluster_88	0.25788549374306	0.732295822735833	-0.732295822735833	0.732295822735833	-0.732295822735833	0.0434658480362615	-0.0434658480362615	-0.180989005397165	0.295724420319332	-0.160325938545791	0.102666357079489	-0.177276803866607	0.0431574325414203	0.026748038849029	-0.0544328189600246	-3.83158613795512e-05	0.181975240789933
Cluster_89	0.211759840570376	0.515578519613859	-0.515578519613859	0.515578519613859	-0.515578519613859	0.0121459362476839	-0.0121459362476839	-0.0638461942631435	0.15321563891871	-0.104285647351971	-0.0146752682938142	-0.0410607013503767	0.201627436515141	-0.0640598982287339	-0.0249486950030644	-0.032302183061131	0.0683956335564642
Cluster_90	-0.0370056372971853	0.0773519438160643	-0.0773519438160643	0.0773519438160643	-0.0773519438160643	-0.141337021422231	0.141337021422231	-0.0511711196087579	-0.0885062579120572	0.122681533852728	0.178770521350098	-0.0781001432426951	-0.0647985511579205	-0.0140704233525208	-0.0579455689101692	-0.0106285080977181	0.000263362709451769
Cluster_91	-0.38630618521931	-0.46124216501107	0.46124216501107	-0.46124216501107	0.46124216501107	-0.0551275268236857	0.0551275268236857	0.135198117339259	-0.199495530040023	0.0988641102344984	-0.0412915273113029	0.13229420058843	-0.024516683671473	0.0389715372088631	-0.0868008969284144	-0.0590820382020049	-0.067518045556888
Cluster_92	-0.284376445628268	-0.722972955180667	0.722972955180667	-0.722972955180667	0.722972955180667	0.0963855986291701	-0.0963855986291701	0.193019515131136	-0.0973485633328571	-0.0418485931545886	0.0065497539167275	-0.0852253751530682	0.116875418467245	0.0736512764573935	-0.032243905931196	-0.0463516835744743	0.0434020928529112
Cluster_93	0.335546086232019	0.267251152386236	-0.267251152386236	0.267251152386236	-0.267251152386236	0.000860840413826057	-0.000860840413826057	-0.160038886207036	0.190760295061445	-0.0727220723109216	-0.166308916842716	0.116957913248141	-0.0561453365907208	0.0730255677158663	-0.0161395814237092	-0.0658310989161852	0.10365441347479
Cluster_94	-0.0771719201264501	0.0980639654185003	-0.0980639654185003	0.0980639654185003	-0.0980639654185003	0.0256916827701251	-0.0256916827701251	-0.0406436032417019	0.0449860621045683	-0.0150915124202945	0.148207693536481	-0.130149501476607	-0.111476662786264	0.153911794767559	-0.0856731527019011	0.00692740690621012	0.00608046614213248
Cluster_95	0.0150657202584567	-0.0575780034535698	0.0575780034535698	-0.0575780034535698	0.0575780034535698	0.902632031324312	-0.902632031324312	0.345233379620538	0.412516347757925	-0.647488711992335	0.0649268498997958	-0.246637280562911	-0.0309478457610185	0.278385053460931	0.114888016496888	-0.254995253927405	0.169086917738635
Cluster_96	-0.142059916143015	0.317063883480424	-0.317063883480424	0.317063883480424	-0.317063883480424	-0.188772858173778	0.188772858173778	0.0970512518686667	-0.216647774221943	0.142658036556568	-0.157099311231473	0.246960763041864	-0.111214268944866	-0.0905945796766145	0.116742077542009	-0.0261104967651365	-0.129192464333196
Cluster_97	-0.291090077480229	-0.656954435196727	0.656954435196727	-0.656954435196727	0.656954435196727	-0.0483989237595562	0.0483989237595562	0.288444436174351	-0.262232366879716	0.0514336236657157	-0.0230762707937603	-0.00282848664067748	-0.067654249510009	0.0925273094380773	0.0937522373919225	-0.0289828608933279	-0.10182291164546
Cluster_98	0.0795750697496002	-0.00209155733521331	0.00209155733521331	-0.00209155733521331	0.00209155733521331	0.181134574273818	-0.181134574273818	0.0108852525145351	-0.0658281399783508	0.0565387489495634	0.257850181211345	-0.101955706248938	-0.00642234285223512	-0.0702927515684055	-0.0612358671829874	-0.0713617607834745	-0.0141774761064187
Cluster_99	0.195516811318019	0.143349559967183	-0.143349559967183	0.143349559967183	-0.143349559967183	-0.0669262508201678	0.0669262508201678	-0.122414252621468	0.0300976174907303	0.0574273007261141	-0.124885694275509	0.0601932234272008	0.0551616868726602	0.0363193383225252	0.0141506879772632	0.0203952698578371	-0.0376382322089209
Cluster_100	-0.0487533845612444	-0.00693902758916912	0.00693902758916912	-0.00693902758916912	0.00693902758916912	0.194223468582645	-0.194223468582645	0.2390792926493	0.068737031564653	-0.236634156271979	0.030852361041738	-0.287431003237852	0.305571173681508	0.0128203629298489	0.145579803619544	-0.00818968126454692	0.0645667972717761
Cluster_101	-0.0370436409381726	-0.329316022584478	0.329316022584478	-0.329316022584478	0.329316022584478	0.131986078653473	-0.131986078653473	0.249248621650975	-0.0229762555161215	-0.154320097142569	-0.0658747035765583	-0.144327116207904	0.00614612624765399	-0.0119279593185297	0.3319164612448	-0.0456085861827906	0.0660199593743913
Cluster_102	0.151366519381699	0.587971966861195	-0.587971966861195	0.587971966861195	-0.587971966861195	0.0333339502448276	-0.0333339502448276	-0.215904170764845	0.179645024584404	-0.0222565418462388	0.0912411792476784	-0.116482377567707	-0.0457032525192414	-0.0327203695327674	-0.053788772103382	0.234023478941342	0.00680637793407753
Cluster_103	-0.133110931099218	-0.307368797572977	0.307368797572977	-0.307368797572977	0.307368797572977	0.161302088285915	-0.161302088285915	-0.0228947460532388	0.196092344008065	-0.175179149806414	0.0635319114053933	-0.143835257320186	-0.0341533129885526	0.235833081753395	-0.031181604728276	-0.0456934229642503	-0.0109295427081168
Cluster_104	-0.0330839434795839	-0.269120304263367	0.269120304263367	-0.269120304263367	0.269120304263367	0.170836098959156	-0.170836098959156	0.0937944690549349	0.151210475969771	-0.214115130113289	-0.0716500828786869	-0.216975679211866	0.308130098695361	0.21203148049023	-0.0494510353717972	-0.0363663793957616	0.110216595118457
